"news_day","headline"
"2024-02-21","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FOURTH QUARTER AND FISCAL 2024"
"2024-02-21","NVIDIA Q4 EPS USD 4.93"
"2024-02-21","NVIDIA Q4 EBIT USD 13,615 MILLION"
"2024-02-21","NVIDIA Q4 NET INCOME USD 12,285 MILLION"
"2024-02-21","NVIDIA Q4 GROSS MARGIN 76%"
"2024-02-21","NVIDIA Q4 ADJUSTED EPS USD 5.16 VS. IBES ESTIMATE USD 4.64"
"2024-02-21","NVIDIA Q4 REVENUE USD 22,103 MILLION VS. IBES ESTIMATE USD 20,619 MILLION"
"2024-02-21","NVIDIA OUTLOOK Q1 REVENUE USD 24,000 MILLION"
"2024-02-21","NVIDIA LAST UP 6.4% IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2024-02-21","SHARES OF NVIDIA UP 2.2% IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2024-02-21","BROADCOM UP 1.9% IN EXTENDED TRADE, MARVELL UP 3% FOLLOWING NVIDIA'S REPORT"
"2024-02-21","NVIDIA LAST UP 1% IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2024-02-21","ADVANCED MICRO UP 4.3% IN EXTENDED TRADE, SUPER MICRO UP 13% FOLLOWING NVIDIA'S REPORT"
"2024-02-21","SHARES OF NVIDIA REVERSE, LAST DOWN 4% IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2024-02-21","NVIDIA CORP - DATA CENTER SALES TO CHINA DECLINED SIGNIFICANTLY IN THE FOURTH QUARTER DUE TO U.S. GOVERNMENT LICENSING REQUIREMENTS"
"2024-02-21","NVIDIA CORP - $1.4 BLN ACQUISITION TERMINATION CHARGE IN 2024 RELATED TO THE PROPOSED ARM TRANSACTION IN THE PRIOR YEAR"
"2024-02-21","NVIDIA CORP SHARES EXTEND AFTER THE BELL GAINS, LAST UP 6%"
"2024-02-21","NVIDIA-CHINA REPRESENTED MID-SINGLE DIGIT PERCENTAGE OF DATA CENTER REV IN Q4 DUE TO USG LICENSING REQUIREMENTS & SEES IT TO BE IN SIMILAR RANGE IN Q1"
"2024-02-21","NVIDIA: HAS GOTTEN REQUESTS FOR INFORMATION FROM ANTITRUST REGULATORS IN FRANCE, EUROPEAN UNION, UNITED KINGDOM AND CHINA OVER ITS SALES OF GPUS AND EFFORTS TO ALLOCATE SUPPLY - FILING"
"2024-02-21","NVIDIA- EXPECTS TO RECEIVE ADDITIONAL REQUESTS FOR INFORMATION FROM ANTITRUST REGULATORS IN THE FUTURE - FILING"
"2024-02-21","NVIDIA SHARES EXTEND AFTER-HOURS GAINS; LAST UP 10%"
"2024-02-21","NVIDIA:HAVE STARTED TO SHIP ALTERNATIVES TO THE CHINA MARKET IN SMALL VOLUMES- FILING"
"2024-02-21","NVIDIA: HAS NOT RECEIVED LICENSES TO SHIP RESTRICTED CHIPS SUCH AS A800 AND H800 TO CHINA - FILING"
"2024-02-21","NVIDIA: NEW 'NOTICE OF ADVANCED COMPUTING' PROCESS WITH U.S. REGULATORS 'HAS NOT RESULTED IN APPROVALS' TO EXPORT CONTROLLED CHIPS TO CHINA - FILING"
"2024-02-21","NVIDIA CEO: CANNOT KEEP UP WITH DEMAND IN THE SHORT TERM AS WE RAMP- CONF CALL"
"2024-02-21","NVIDIA CORP <NVDA.O>: MELIUS RESEARCH RAISES TARGET PRICE TO $1000 FROM $925"
"2024-02-21","NVIDIA CORP <NVDA.O>: BERNSTEIN RAISES TARGET PRICE TO $1000 FROM $700"
"2024-02-22","NVIDIA CORP <NVDA.O>: D.A. DAVIDSON RAISES TARGET PRICE TO $620 FROM $410 "
"2024-02-22","NVIDIA CORP <NVDA.O>: TD COWEN RAISES TARGET PRICE TO $900 FROM $700"
"2024-02-22","NVIDIA CORP <NVDA.O>: JP MORGAN  RAISES TARGET PRICE TO $850 FROM $650"
"2024-02-22","NVIDIA SHARES LISTED IN FRANKFURT RISE 11.4% AFTER RESULTS"
"2024-02-22","NVIDIA CORP <NVDA.O>: STIFEL  RAISES TARGET PRICE TO $910 FROM $865"
"2024-02-22","NVIDIA CORP <NVDA.O>: BOFA GLOBAL RESEARCH RAISES PRICE OBJECTIVE TO $925 FROM $800"
"2024-02-22","NASDAQ 100 FUTURES JUMP 2% AFTER NVIDIA SEES BETTER-THAN-EXPECTED QTRLY REV"
"2024-02-22","NVIDIA SHARES SURGE 12.2% PREMARKET AFTER QUARTERLY REVENUE FORECAST TOPS ESTIMATES"
"2024-02-22","SHARES OF OTHER AI-RELATED FIRMS RISE PREMARKET ON NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","SHARES OF U.S. BIG TECH FIRMS RISE PREMARKET AFTER NVIDIA'S UPBEAT FORECAST"
"2024-02-22","SHARES OF SMALLER AI FIRMS RISE PREMARKET ON NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","SEMICONDUCTOR ETFS RISE PREMARKET AFTER NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","NVIDIA CORP <NVDA.O>: CITIGROUP RAISES TARGET PRICE TO $820 FROM $575"
"2024-02-22","NVIDIA CORP <NVDA.O>: HSBC RAISES TARGET PRICE TO $880 FROM $835"
"2024-02-22","NVIDIA CORP <NVDA.O>: BENCHMARK RAISES TARGET PRICE TO $1000 FROM $625 "
"2024-02-22","NVIDIA <NVDA.O> HAS STARTED SAMPLING TWO AI CHIPS WITH CUSTOMERS FOR CHINA MARKET, SAYS CEO HUANG"
"2024-02-22","NVIDIA EXPECTS TO COMPETE FOR BUSINESS IN CHINA AND SERVE THE MARKET SUCCESSFULLY, SAYS HUANG"
"2024-02-22","NVIDIA CORP. <NVDA.O>: MORGAN STANLEY  RAISES TARGET PRICE TO $795.00 FROM $750.00"
"2024-02-22","NVIDIA CORP <NVDA.O>: MIZUHO RAISES TARGET PRICE TO $850 FROM $825"
"2024-02-22","NVIDIA CORPORATION <NVDA.O> : CRAIG-HALLUM  RAISES TARGET PRICE TO $850 FROM $700"
"2024-02-22","NVIDIA CORP <NVDA.O>: NEEDHAM RAISES TARGET PRICE TO $850 FROM $600"
"2024-02-22","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES RAISES TARGET PRICE TO $911 FROM $691 "
"2024-02-22","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES TARGET PRICE TO $780 FROM $610"
"2024-02-22","NVIDIA CORP <NVDA.O>: ROSENBLATT SECURITIES RAISES TARGET PRICE TO $1,400 FROM $1,100"
"2024-02-22","RECURSION PHARMACEUTICALS, NANOX SHARES UP OVER 5% EACH PREMARKET AFTER STAKEHOLDER NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","NVIDIA SHORTSELLERS DOWN $2.15 BLN IN PREMARKET MARK-TO-MARKET LOSSES - S3 PARTNERS DATA"
"2024-02-22","NVIDIA SHORTSELLERS NOW DOWN $6.84 BLN IN YTD MARK-TO-MARKET LOSSES - S3 PARTNERS DATA"
"2024-02-22","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TARGET PRICE TO $720 FROM $560"
"2024-02-22","NVIDIA SHARES SURGE 11.2% TO HIT RECORD HIGH AFTER QUARTERLY REVENUE FORECAST TOPS ESTIMATES"
"2024-02-22","SHARES OF SMALLER AI FIRMS RISE ON NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","SHARES OF U.S. BIG TECH FIRMS RISE AFTER NVIDIA'S UPBEAT FORECAST"
"2024-02-22","SHARES OF OTHER AI-RELATED FIRMS RISE ON NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","SEMICONDUCTOR ETFS RISE AFTER NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","RECURSION PHARMACEUTICALS SHARES JUMP 13.5% AFTER STAKEHOLDER NVIDIA'S UPBEAT QUARTERLY FORECAST"
"2024-02-22","NVIDIA CORP <NVDA.O>: UBS CUTS TARGET PRICE TO $800 FROM $850"
"2024-02-22","NVIDIA ANNOUNCES UPCOMING EVENTS FOR FINANCIAL COMMUNITY"
"2024-02-23","NVIDIA SHARES UP 2.3% PREMARKET FOLLOWING 16% SURGE TO RECORD HIGH ON THURSDAY"
"2024-02-23","NVIDIA'S MARKET CAPITALIZATION HITS $2 TRILLION FOR FIRST TIME"
"2024-02-23","NVIDIA SHARES HIT FRESH RECORD HIGH, LAST UP 2.8%"
"2024-02-23","NVIDIA PARES MORNING GAINS, LAST DOWN 0.5%"
"2024-02-26","AI-RAN ALLIANCE - FOUNDING MEMBERS INCLUDE AWS, ARM, DEEPSIG, ERICSSON, MICROSOFT, NOKIA, NORTHEASTERN UNIVERSITY, NVIDIA, SAMSUNG ELECTRONICS, SOFTBANK, AND T-MOBILE USA"
"2024-02-26","NVIDIA SHARES UP 1.3% PREMARKET"
"2024-02-26","TELENOR ASA - PLANS TO INVEST ABOUT NOK 100 MLN IN NVIDIA INFRASTRUCTURE IN INITIAL YEAR OF COLLABORATION"
"2024-02-26","RPT-TELENOR ASA - PLANS TO INVEST ABOUT NOK 100 MLN IN NVIDIA INFRASTRUCTURE IN INITIAL YEAR OF COLLABORATION"
"2024-02-26","CORRECTED-TELENOR ASA - ANNOUNCES COLLABORATION WITH NVIDIA TO BRING AI ACROSS THE NORDIC REGION (CORRECTS TYPO)"
"2024-02-26","MICRON TECHNOLOGY -  MICRON'S 24GB 8H HBM3E WILL BE PART OF NVIDIA H200 TENSOR CORE GPUS WHICH WILL BEGIN SHIPPING IN SECOND CALENDAR QTR OF 2024"
"2024-02-26","MICRON TECHNOLOGY SHARES UP 1.6% PREMARKET AS CO BEGINS VOLUME PRODUCTION OF SEMICONDUCTORS THAT WILL BE USED BY NVIDIA'S AI CHIP"
"2024-02-26","MICRON TECHNOLOGY SHARES UP 5.6% AS CO BEGINS VOLUME PRODUCTION OF SEMICONDUCTORS THAT WILL BE USED BY NVIDIA'S AI CHIP"
"2024-02-26","NVIDIA SHARES UP 1.14%"
"2024-02-28","NVIDIA SHARES DOWN 1.9% PREMARKET"
"2024-02-28","GUANGDONG DONGFANG PRECISION SCIENCE & TECHNOLOGY <002611.SZ> SAYS IT HAS NO DIRECT COOPERATION WITH NVIDIA, IN RESPONSE TO UNUSUAL SHARE PRICE MOVES"
"2024-02-28","SERVICENOW, HUGGING FACE, AND NVIDIA RELEASE NEW OPEN-ACCESS LLMS TO HELP DEVELOPERS TAP GENERATIVE AI TO BUILD ENTERPRISE APPLICATIONS"
"2024-02-28","NVIDIA SHARES DOWN 1.6%"
"2024-02-29"," FIGURE AI: FUNDING WITH INVESTMENTS FROM MICROSOFT, OPENAI STARTUP FUND, NVIDIA, JEFF BEZOS"
"2024-02-29","RAIL VISION JOINS NVIDIA METROPOLIS TO BOOST RAILWAY SAFETY SYSTEMS"
"2024-02-29","TD SYNNEX INCREASES AI OFFERINGS THROUGH EXPANDED NVIDIA COLLABORATION"
"2024-02-29","TD SYNNEX CORP - FURTHER EXPANSION OF AI OFFERINGS THROUGH AN EXPANDED COLLABORATION WITH NVIDIA IN NORTH AMERICA "
"2024-03-01","NVIDIA ENDS TRADING SESSION WITH MARKET CAP ABOVE $2 TRILLION FOR FIRST TIME"
"2024-03-04","NVIDIA UP 1.4%, MICRON UP 1.9%, INTEL UP 1%, U.S.-LISTED SHARES OF TAIWAN SEMICNDUCTORS UP 3.8%"
"2024-03-04","NVIDIA UP 3.5%, MICRON UP 0.4%, INTEL UP 0.5%, U.S.-LISTED SHARES OF TAIWAN SEMICNDUCTORS UP 4.7%"
"2024-03-05","NVIDIA SHARES UP 1.5% PREMARKET"
"2024-03-06","NVIDIA SHARES HIT RECORD-HIGH, LAST UP 2.5%"
"2024-03-07","NVIDIA, MICRON TECHNOLOGY, INTEL, BROADCOM, TAIWAN SEMICONDUCTOR MANUFACTURING CO, ARM HOLDINGS GAIN 1.3%-2.8%"
"2024-03-07","NVIDIA CORP <NVDA.O>: MIZUHO RAISES TARGET PRICE TO $1000 FROM $850"
"2024-03-07","NVIDIA, MICRON TECHNOLOGY, INTEL, BROADCOM, TAIWAN SEMICONDUCTOR MANUFACTURING CO, ARM HOLDINGS GAIN 2.1%-4.3%"
"2024-03-07","NVIDIA AND HP SUPERCHARGE DATA SCIENCE AND GENERATIVE AI ON WORKSTATIONS"
"2024-03-08","NVIDIA SHARES RISE 3.2% TO $956.55 IN PREMARKET TRADING"
"2024-03-08","NVIDIA SHARES HIT RECORD HIGH, LAST UP 2.6% "
"2024-03-08","NVIDIA SHARES REVERSE COURSE, LAST DOWN 3.2%"
"2024-03-11","NVIDIA SHARES DIP 1.5% PREMARKET FOLLOWING 5.5% DROP IN PRIOR SESSION"
"2024-03-11","NVIDIA SHARES REVERSE COURSE, LAST UP 1.6% PREMARKET"
"2024-03-11","NVIDIA SHARES LAST DOWN 1.3% IN VOLATILE PREMARKET TRADE"
"2024-03-11","NVIDIA SHARES DOWN 2.9% AFTER 5.5% DROP IN PRIOR SESSION"
"2024-03-12","NVIDIA SHARES UP 1.7% PREMARKET"
"2024-03-12","NVIDIA SHARES RISE 2.3%"
"2024-03-12","NVIDIA SHARES UP 5.8% "
"2024-03-12"," CITADEL'S GRIFFIN SAYS NOBODY KNOWS WHERE WE ARE IN THE JOURNEY OF ARTIFICIAL INTELIGENCE, BUT NVIDIA SEEMS TO BE ON TOP OF THEIR GAME"
"2024-03-13","NVIDIA SHARES UP 1.2% PREMARKET"
"2024-03-13","ZUTACORE'S HYPERCOOL LIQUID COOLING TECHNOLOGY TO SUPPORT NVIDIA'S ADVANCED H100 AND H200 GPUS FOR SUSTAINABLE AI"
"2024-03-13","NVIDIA SHARES FALL 1.2% IN EARLY TRADE"
"2024-03-13","NVIDIA CORP <NVDA.O>: BOFA GLOBAL RESEARCH RAISES PRICE OBJECTIVE TO $1100 FROM $925 "
"2024-03-13","NVIDIA SHARES EXTEND DECLINES, LAST DOWN 3.3%"
"2024-03-14","EXCLUSIVE-INTEL, QUALCOMM, GOOGLE EXECUTIVES SAY THEY PLAN TO BATTLE NVIDIA AI SOFTWARE DOMINANCE THROUGH UXL FOUNDATION"
"2024-03-14","NVIDIA SHARES DOWN 1.2% PREMARKET AFTER REUTERS REPORTS INTEL, QUALCOMM, GOOGLE EXECUTIVES SAY THEY PLAN TO BATTLE CO'S AI SOFTWARE DOMINANCE THROUGH UXL FOUNDATION"
"2024-03-14","UNSTRUCTURED RAISES $40M SERIES B FROM MENLO VENTURES, DATABRICKS VENTURES, IBM VENTURES AND NVIDIA TO MAKE ENTERPRISE DATA LLM-READY "
"2024-03-14","EXCLUSIVE-INTEL, QUALCOMM, GOOGLE EXECUTIVES SAY THEY PLAN TO BATTLE NVIDIA AI SOFTWARE DOMINANCE THROUGH UXL FOUNDATION"
"2024-03-14","NVIDIA SHARES DOWN 1.2% PREMARKET AFTER REUTERS REPORTS INTEL, QUALCOMM, GOOGLE EXECUTIVES SAY THEY PLAN TO BATTLE CO'S AI SOFTWARE DOMINANCE THROUGH UXL FOUNDATION"
"2024-03-14","PENTANET LTD - PENTANET EXTENDS GEFORCE NOW ALLIANCE AGREEMENT WITH NVIDIA FOR CLOUD GAMING IN AUSTRALIA & NEW ZEALAND."
"2024-03-14","PENTANET LTD - PENTANET EXTENDS GEFORCE NOW ALLIANCE AGREEMENT WITH NVIDIA"
"2024-03-14","PENTANET LTD - CONFIRM EXECUTION OF AMENDMENT TO GEFORCE NOWTM ALLIANCE PARTNER AGREEMEN WITH NVIDIA "
"2024-03-18","NVIDIA SHARES UP 2.1% PREMARKET AHEAD OF CO'S ANNUAL DEVELOPER CONFERENCE"
"2024-03-18","NVIDIA CORP <NVDA.O>: TRUIST SECURITIES RAISES TARGET PRICE TO $1,177 FROM $911"
"2024-03-18","NVIDIA CORP <NVDA.O>: HSBC RAISES TARGET PRICE TO $1050 FROM $880"
"2024-03-18","NVIDIA SHARES UP 4.8% AHEAD OF CO'S ANNUAL DEVELOPER CONFERENCE"
"2024-03-18","BITDEER ANNOUNCES COMPLETION AND SUCCESSFUL VALIDATION OF NVIDIA DGX SUPERPOD H100 SYSTEM"
"2024-03-18","XIILAB UNVEILS CUTTING-EDGE AI TECHNOLOGIES AT NVIDIA GTC"
"2024-03-18","PHISON ANNOUNCES STRATEGIC PARTNERSHIPS DEPLOYING AIDAPTIV+ AT NVIDIA GTC 2024"
"2024-03-18","TSMC AND SYNOPSYS BRING BREAKTHROUGH NVIDIA COMPUTATIONAL LITHOGRAPHY PLATFORM TO PRODUCTION"
"2024-03-18","NVIDIA- TSMC AND SYNOPSYS HAVE INTEGRATED NVIDIA CULITHO WITH THEIR SOFTWARE, MANUFACTURING PROCESSES AND SYSTEMS"
"2024-03-18","NVIDIA <NVDA.O> - PARTNERING WITH ANSYS, SYNOPSYS AND CADENCE DESIGN SYSTEMS- GTC CONF"
"2024-03-18","ANSYS SHARES UP 3.3%, CADENCE DESIGN SYSTEMS SHARES UP 3.6% IN POST MARKET TRADE ON NVIDIA PARTNERSHIP"
"2024-03-18","SHARES OF CADENCE DESIGN SYSTEMS INC UP 3.68% AT $312.00 IN EXTENDED TRADE, TO PARTNER WITH NVIDIA TO ADD CUDA ACCELERATION"
"2024-03-18","NVIDIA <NVDA.O> - TO PARTNER WITH ANSYS AND CADENCE TO ADD CUDA ACCELERATION- GTC CONF"
"2024-03-18","NVIDIA: MANY ORGANIZATIONS EXPECTED TO ADOPT BLACKWELL SUCH AS AMAZON WEB SERVICES, DELL , GOOGLE, META, MICROSOFT, OPENAI, ORACLE, TESLA AND XAI"
"2024-03-18","NVIDIA BLACKWELL PLATFORM ARRIVES TO POWER A NEW ERA OF COMPUTING"
"2024-03-18","SHARES OF SYNOPSYS INC UP 2.92% AT $577.00 IN EXTENDED TRADE, TO PARTNER WITH NVIDIA"
"2024-03-18","NVIDIA <NVDA.O> - INTRODUCES 'BLACKWELL' B200 ARTIFICIAL INTELLIGENCE CHIP- GTC CONF"
"2024-03-18","NVIDIA LAUNCHES BLACKWELL-POWERED DGX SUPERPOD FOR GENERATIVE AI SUPERCOMPUTING AT TRILLION-PARAMETER SCALE"
"2024-03-18","SHARES OF ANSYS INC UP 2.6% AT $344.00 IN EXTENDED TRADE, TO PARTNER WITH NVIDIA"
"2024-03-18","NVIDIA ANNOUNCES NEW SWITCHES OPTIMIZED FOR TRILLION-PARAMETER GPU COMPUTING AND AI INFRASTRUCTURE"
"2024-03-18","NVIDIA CORP: ANNOUNCED A NEW WAVE OF NETWORKING SWITCHES, X800 SERIES, DESIGNED FOR MASSIVE-SCALE AI"
"2024-03-18","NVIDIA <NVDA.O> - NV LINK SWITCH FEATURES 50 BILLION TRANSISTORS- GTC CONF"
"2024-03-18","NVIDIA <NVDA.O> - OMNIVERSE SOFTWARE CAN STREAM 3D IMAGERY TO APPLE'S VISION PRO HEADSET- GTC CONF"
"2024-03-18","NVIDIA <NVDA.O> - B200 AI CHIP FEATURES 208 BILLION TRANSISTORS- GTC CONF"
"2024-03-18","NVIDIA <NVDA.O> -INTRODUCES SOFTWARE TO HELP DEVELOPERS SELL THEIR AI MODELS - GTC CONF"
"2024-03-18","NVIDIA <NVDA.O> - NEXT GENERATION AUTOMOTIVE COMPUTER WILL BE USED BY CHINA'S BYD - GTC CONF"
"2024-03-18","AWS AND NVIDIA EXTEND COLLABORATION TO ADVANCE GENERATIVE AI INNOVATION"
"2024-03-18","AWS - NVIDIA BLACKWELL GPU PLATFORM IS COMING TO AWS "
"2024-03-18","NVIDIA ANNOUNCES EARTH CLIMATE DIGITAL TWIN"
"2024-03-18","MICROSOFT - MICROSOFT IS ALSO ANNOUNCING GENERAL AVAILABILITY OF ITS AZURE NC H100 V5 VM VIRTUAL MACHINE (VM) BASED ON NVIDIA H100 NVL PLATFORM"
"2024-03-18","MICROSOFT - EXPANDING COLLABORATION WITH NVIDIA TO TRANSFORM HEALTHCARE & LIFE SCIENCES BY INTERGRATING CLOUD, AI & SUPERCOMPUTING TECHNOLOGIES"
"2024-03-18","MICROSOFT - MICROSOFT AZURE TO ADOPT NVIDIA GRACE BLACKWELL SUPERCHIP TO ACCELERATE CUSTOMER AND FIRST-PARTY AI OFFERINGS"
"2024-03-18","MICROSOFT - NEW NVIDIA GENERATIVE AI MICROSERVICES FOR ENTERPRISE, DEVELOPER AND HEALTHCARE APPLICATIONS COMING TO MICROSOFT AZURE AI"
"2024-03-18","MICROSOFT AND NVIDIA ANNOUNCE MAJOR INTEGRATIONS TO ACCELERATE GENERATIVE AI FOR ENTERPRISES EVERYWHERE"
"2024-03-18","MICROSOFT - MICROSOFT COPILOT ENHANCED WITH NVIDIA AI AND ACCELERATED COMPUTING PLATFORMS"
"2024-03-18","MICROSOFT ANNOUNCES COLLABORATION WITH NVIDIA TO ACCELERATE HEALTHCARE AND LIFE SCIENCES INNOVATION WITH ADVANCED CLOUD, AI AND ACCELERATED COMPUTING CAPABILITIES"
"2024-03-18","NVIDIA HEALTHCARE LAUNCHES GENERATIVE AI MICROSERVICES TO ADVANCE DRUG DISCOVERY, MEDTECH AND DIGITAL HEALTH"
"2024-03-18","SHARES OF NVIDIA CORP DOWN 1.66% AT $869.90 IN EXTENDED TRADE"
"2024-03-18","NVIDIA - AMONG 1ST TO ACCESS NEW GENERATIVE AI MICROSERVICES AVAILABLE IN NVIDIA AI ENTERPRISE 5.0 ARE   GETTY IMAGES, SAP, SERVICENOW,  SHUTTERSTOCK "
"2024-03-18","NVIDIA LAUNCHES GENERATIVE AI MICROSERVICES FOR DEVELOPERS TO CREATE AND DEPLOY GENERATIVE AI COPILOTS ACROSS NVIDIA CUDA GPU INSTALLED BASE"
"2024-03-18","NVIDIA - ENTERPRISES CAN USE MICROSERVICES TO ACCELERATE DATA PROCESSING, LLM CUSTOMIZATION, INFERENCE, RETRIEVAL-AUGMENTED GENERATION & GUARDRAILS"
"2024-03-18","NVIDIA - AMONG 1ST TO ACCESS NEW NVIDIA GENERATIVE AI MICROSERVICES AVAILABLE IN NVIDIA AI ENTERPRISE 5.0 ARE ADOBE, CADENCE, CROWDSTRIKE"
"2024-03-18","NVIDIA ANNOUNCES OMNIVERSE CLOUD APIS TO POWER WAVE OF INDUSTRIAL DIGITAL TWIN SOFTWARE TOOLS "
"2024-03-18","NVIDIA AND SIEMENS BRING IMMERSIVE VISUALIZATION AND GENERATIVE AI TO INDUSTRIAL DESIGN AND MANUFACTURING "
"2024-03-18","NVIDIA CORP -  HYPER ANNOUNCED IT HAS SELECTED DRIVE THOR FOR ITS NEXT-GENERATION EVS"
"2024-03-18","NVIDIA CORP - XPENG HAS ALSO ANNOUNCED IT WILL USE NVIDIA DRIVE THOR PLATFORM AS AI BRAIN OF ITS NEXT-GENERATION EV FLEETS"
"2024-03-18","NVIDIA - DRIVE THOR IS AN IN-VEHICLE COMPUTING PLATFORM ARCHITECTED FOR GENERATIVE AI APPLICATIONS "
"2024-03-18","NVIDIA CORP -  NVIDIA DRIVE THOR WILL INTEGRATE NEW NVIDIA BLACKWELL ARCHITECTURE"
"2024-03-18","NVIDIA-  BYD PLANS TO USE CO'S AI INFRASTRUCTURE FOR CLOUD-BASED AI DEVELOPMENT, ALONG WITH NVIDIA ISAAC & NVIDIA OMNIVERSE PLATFORMS"
"2024-03-18","NVIDIA DRIVE POWERS NEXT GENERATION OF TRANSPORTATION — FROM CARS AND TRUCKS TO ROBOTAXIS AND AUTONOMOUS DELIVERY VEHICLES"
"2024-03-18","NVIDIA- IS BUILDING COMPREHENSIVE AI PLATFORM FOR HUMANOID ROBOT COMPANIES LIKE 1X TECHNOLOGIES, BOSTON DYNAMICS, XPENG ROBOTICS AMONG OTHERS"
"2024-03-18","NVIDIA - ALSO UNVEILED A NEW COMPUTER, JETSON THOR, FOR HUMANOID ROBOTS BASED ON NVIDIA THOR SYSTEM-ON-A-CHIP (SOC)"
"2024-03-18","NVIDIA CORP - NEW ISAAC PLATFORM CAPABILITIES ARE EXPECTED TO BE AVAILABLE IN NEXT QUARTER"
"2024-03-18","NVIDIA CORP -  UNVEILED SIGNIFICANT UPGRADES TO NVIDIA ISAAC™ ROBOTICS PLATFORM"
"2024-03-18","NVIDIA CORP - NVIDIA ALSO ANNOUNCED ISAAC MANIPULATOR AND ISAAC PERCEPTOR"
"2024-03-18","NVIDIA ANNOUNCES PROJECT GR00T FOUNDATION MODEL FOR HUMANOID ROBOTS AND MAJOR ISAAC ROBOTICS PLATFORM UPDATE"
"2024-03-18","NVIDIA LAUNCHES CLOUD QUANTUM-COMPUTER SIMULATION MICROSERVICES"
"2024-03-18","NXP COLLABORATES WITH NVIDIA TO ACCELERATE AI DEPLOYMENT WITH INTEGRATION OF TAO TOOLKIT WITH NXP EDGE DEVICES"
"2024-03-18","ARCBEST HELPS BRIDGE THE GAP BETWEEN ROBOTICS AND LOGISTICS USING NVIDIA TECHNOLOGY"
"2024-03-18","SPIRE GLOBAL TO ENHANCE AI-DRIVEN WEATHER PREDICTION IN COLLABORATION WITH NVIDIA"
"2024-03-18","ROCKWELL AUTOMATION TO INCREASE SCALE AND SCOPE OF AI IN MANUFACTURING WITH NVIDIA"
"2024-03-18","SERVICENOW ADVANCES ENTERPRISE-GRADE GENERATIVE AI THROUGH EXPANDED PARTNERSHIP WITH NVIDIA"
"2024-03-18","CROWDSTRIKE COLLABORATES WITH NVIDIA TO ADVANCE CYBERSECURITY WITH GENERATIVE AI"
"2024-03-18","NETAPP EMPOWERS CUSTOMERS TO SECURELY “TALK TO THEIR DATA” IN COLLABORATION WITH NVIDIA"
"2024-03-18","SMARTER AI FOR ALL: LENOVO UNVEILS HYBRID AI SOLUTIONS THAT DELIVER THE POWER OF TAILORED GENERATIVE AI TO EVERY ENTERPRISE AND CLOUD IN COLLABORATION WITH NVIDIA"
"2024-03-18","CADENCE AND NVIDIA UNVEIL GROUNDBREAKING GENERATIVE AI AND ACCELERATED COMPUTE-DRIVEN INNOVATIONS"
"2024-03-18","PURE STORAGE ACCELERATES ENTERPRISE AI ADOPTION TO MEET GROWING DEMANDS WITH NVIDIA AI"
"2024-03-18","SYNOPSYS SHOWCASES EDA PERFORMANCE AND NEXT-GEN CAPABILITIES WITH NVIDIA ACCELERATED COMPUTING, GENERATIVE AI AND OMNIVERSE"
"2024-03-18","ORACLE AND NVIDIA TO DELIVER SOVEREIGN AI WORLDWIDE"
"2024-03-18","ANSYS AND NVIDIA PIONEER NEXT ERA OF COMPUTER-AIDED ENGINEERING"
"2024-03-18","GOOGLE CLOUD AND NVIDIA EXPAND PARTNERSHIP TO SCALE AI DEVELOPMENT"
"2024-03-18","SUPERMICRO LAUNCHES THREE NVIDIA-BASED, FULL-STACK, READY-TO-DEPLOY GENERATIVE AI SUPERCLUSTERS THAT SCALE FROM ENTERPRISE TO LARGE LLM INFRASTRUCTURES"
"2024-03-18","SUPERMICRO GROWS AI OPTIMIZED PRODUCT PORTFOLIO WITH A NEW GENERATION OF SYSTEMS AND RACK ARCHITECTURES FEATURING NEW NVIDIA BLACKWELL ARCHITECTURE SOLUTIONS"
"2024-03-18","DELL OFFERS COMPLETE NVIDIA-POWERED AI FACTORY SOLUTIONS TO HELP GLOBAL ENTERPRISES ACCELERATE AI ADOPTION"
"2024-03-18","SIEMENS AND NVIDIA EXPAND COLLABORATION ON GENERATIVE AI FOR IMMERSIVE REAL-TIME VISUALIZATION"
"2024-03-18","SCHNEIDER ELECTRIC COLLABORATES WITH NVIDIA ON DESIGNS FOR AI DATA CENTERS"
"2024-03-18","SAP AND NVIDIA TO ACCELERATE GENERATIVE AI ADOPTION ACROSS ENTERPRISE APPLICATIONS POWERING GLOBAL INDUSTRIES"
